candidate,target,reference,prediction,units,absolute_error,relative_error,normalization_scale,normalized_residual,used_for_fit,geometry,source_doi,source_url,reference_method
sqrt,normal_strain_force_ev,0.0,-0.05922255213256026,eV/atom per unit normal strain,-0.05922255213256026,,0.1,-0.5922255213256026,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,cohesive_ev_atom,3.36,3.305244893730692,eV/atom,-0.054755106269307685,-0.016296162580151097,0.0672,-0.8148081290075548,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,hydrostatic_strain_curvature_ev,74.01042469890372,80.25452811297254,eV/atom per squared unit strain,6.244103414068817,0.08436789059746212,3.700521234945186,1.6873578119492423,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,normal_strain_curvature_ev,12.646038954154417,13.827059086390523,eV/atom per squared unit strain,1.1810201322361067,0.093390518289375,0.6323019477077209,1.8678103657874998,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,simple_shear_strain_curvature_ev,2.90236959603544,2.2101827957025737,eV/atom per squared unit strain,-0.6921868003328662,-0.23849023269757755,0.145118479801772,-4.76980465395155,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,intrinsic_fault_rigid,0.06943467959307983,0.05169787225161353,eV/interface_cell,-0.017736807341466307,-0.25544594495736733,0.006943467959307984,-2.554459449573673,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,shockley_half_partial_rigid,0.0717731071150184,0.0772249493924905,eV/interface_cell,0.005451842277472099,0.07595940173992148,0.00717731071150184,0.7595940173992147,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,direct_half_registry_rigid,0.26732847628894085,0.32244697484590784,eV/interface_cell,0.05511849855696699,0.2061826683117454,0.026732847628894087,2.061826683117454,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,opening_20percent_rigid,0.1829129464964322,0.21515523779865348,eV/interface_cell,0.03224229130222128,0.17627123678120937,0.01829129464964322,1.7627123678120937,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,work_separation_rigid,0.7719163228888833,0.7747330011003237,eV/interface_cell,0.002816678211440382,0.0036489424150262986,0.07719163228888834,0.03648942415026298,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,normal_strain_force_ev,0.0,-0.038076120465355245,eV/atom per unit normal strain,-0.038076120465355245,,0.1,-0.38076120465355245,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,cohesive_ev_atom,3.36,3.360368144615895,eV/atom,0.0003681446158951829,0.00010956684996880443,0.0672,0.005478342498440222,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,hydrostatic_strain_curvature_ev,74.01042469890372,69.9989339786431,eV/atom per squared unit strain,-4.011490720260625,-0.05420169843073533,3.700521234945186,-1.0840339686147065,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,normal_strain_curvature_ev,12.646038954154417,13.616531383513541,eV/atom per squared unit strain,0.9704924293591244,0.07674279929687412,0.6323019477077209,1.5348559859374824,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,simple_shear_strain_curvature_ev,2.90236959603544,2.478894409551633,eV/atom per squared unit strain,-0.4234751864838069,-0.14590670570083933,0.145118479801772,-2.9181341140167865,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,intrinsic_fault_rigid,0.06943467959307983,0.051424227347366895,eV/interface_cell,-0.01801045224571294,-0.2593869857434748,0.006943467959307984,-2.593869857434748,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,shockley_half_partial_rigid,0.0717731071150184,0.08368606152727757,eV/interface_cell,0.011912954412259175,0.1659807536709862,0.00717731071150184,1.6598075367098617,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,direct_half_registry_rigid,0.26732847628894085,0.33406851910710156,eV/interface_cell,0.0667400428181607,0.2496555688516513,0.026732847628894087,2.496555688516513,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,opening_20percent_rigid,0.1829129464964322,0.1941400478153743,eV/interface_cell,0.011227101318942112,0.06137947878479505,0.01829129464964322,0.6137947878479505,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_independent_range,work_separation_rigid,0.7719163228888833,0.7643181157675653,eV/interface_cell,-0.00759820712131809,-0.009843304119910216,0.07719163228888834,-0.09843304119910215,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,normal_strain_force_ev,0.0,-0.028916927892199684,eV/atom per unit normal strain,-0.028916927892199684,,0.1,-0.28916927892199684,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,cohesive_ev_atom,3.36,3.3600572326833875,eV/atom,5.7232683387642425e-05,1.7033536722512627e-05,0.0672,0.0008516768361256314,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,hydrostatic_strain_curvature_ev,74.01042469890372,70.85394201585613,eV/atom per squared unit strain,-3.156482683047585,-0.04264916322111499,3.700521234945186,-0.8529832644222998,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,normal_strain_curvature_ev,12.646038954154417,13.493592164388286,eV/atom per squared unit strain,0.847553210233869,0.06702123987649389,0.6323019477077209,1.3404247975298775,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,simple_shear_strain_curvature_ev,2.90236959603544,2.4761033808598354,eV/atom per squared unit strain,-0.4262662151756045,-0.14686834363131177,0.145118479801772,-2.9373668726262347,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,intrinsic_fault_rigid,0.06943467959307983,0.052118812430472415,eV/interface_cell,-0.01731586716260742,-0.24938355392559763,0.006943467959307984,-2.493835539255976,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,shockley_half_partial_rigid,0.0717731071150184,0.08240562827536785,eV/interface_cell,0.010632521160349448,0.14814073944591163,0.00717731071150184,1.4814073944591164,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,direct_half_registry_rigid,0.26732847628894085,0.3402235460004469,eV/interface_cell,0.07289506971150606,0.2726797785385113,0.026732847628894087,2.726797785385113,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,opening_20percent_rigid,0.1829129464964322,0.1914032099028635,eV/interface_cell,0.008490263406431303,0.04641696265385408,0.01829129464964322,0.46416962653854077,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_quadratic_extension,work_separation_rigid,0.7719163228888833,0.7709100089762276,eV/interface_cell,-0.0010063139126557097,-0.0013036567343071557,0.07719163228888834,-0.013036567343071558,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,normal_strain_force_ev,0.0,0.14819395923520662,eV/atom per unit normal strain,0.14819395923520662,,0.1,1.4819395923520662,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,cohesive_ev_atom,3.36,3.348915504070864,eV/atom,-0.011084495929135851,-0.0032989571217666228,0.0672,-0.16494785608833112,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,hydrostatic_strain_curvature_ev,74.01042469890372,68.12284302255674,eV/atom per squared unit strain,-5.887581676346983,-0.07955070789418389,3.700521234945186,-1.5910141578836778,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,normal_strain_curvature_ev,12.646038954154417,14.52071830612465,eV/atom per squared unit strain,1.874679351970233,0.14824241478035083,0.6323019477077209,2.964848295607016,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,simple_shear_strain_curvature_ev,2.90236959603544,2.4331102677845555,eV/atom per squared unit strain,-0.46925932825088434,-0.16168145121554478,0.145118479801772,-3.233629024310895,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,intrinsic_fault_rigid,0.06943467959307983,0.0560191855561653,eV/interface_cell,-0.013415494036914534,-0.19321028217507005,0.006943467959307984,-1.9321028217507006,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,shockley_half_partial_rigid,0.0717731071150184,0.08419219240745629,eV/interface_cell,0.01241908529243789,0.1730325715526842,0.00717731071150184,1.7303257155268421,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,direct_half_registry_rigid,0.26732847628894085,0.3022330118316468,eV/interface_cell,0.03490453554270595,0.13056796652287625,0.026732847628894087,1.3056796652287626,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,opening_20percent_rigid,0.1829129464964322,0.1678197685048852,eV/interface_cell,-0.015093177991546997,-0.0825156353371706,0.01829129464964322,-0.825156353371706,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,work_separation_rigid,0.7719163228888833,0.7724108535351775,eV/interface_cell,0.0004945306462941224,0.0006406531791468666,0.07719163228888834,0.006406531791468666,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_fit,local_normal_interface_curvature,19.660912863289713,21.374883476150178,eV/interface_cell per squared reduced length,1.7139706128604644,0.0871765530307975,1.9660912863289715,0.8717655303079749,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,normal_strain_force_ev,0.0,0.14632320334243776,eV/atom per unit normal strain,0.14632320334243776,,0.1,1.4632320334243776,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,cohesive_ev_atom,3.36,3.362157973286295,eV/atom,0.0021579732862950785,0.0006422539542544877,0.0672,0.03211269771272438,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,hydrostatic_strain_curvature_ev,74.01042469890372,69.82983995222256,eV/atom per squared unit strain,-4.180584746681163,-0.056486430981703147,3.700521234945186,-1.1297286196340628,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,normal_strain_curvature_ev,12.646038954154417,13.658375123193329,eV/atom per squared unit strain,1.012336169038912,0.08005164088999933,0.6323019477077209,1.6010328177999866,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,simple_shear_strain_curvature_ev,2.90236959603544,2.4961744319177925,eV/atom per squared unit strain,-0.40619516411764733,-0.1399529421313189,0.145118479801772,-2.7990588426263776,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,intrinsic_fault_rigid,0.06943467959307983,0.05344777808398176,eV/interface_cell,-0.015986901509098074,-0.23024375719437176,0.006943467959307984,-2.3024375719437176,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,shockley_half_partial_rigid,0.0717731071150184,0.08389509000864058,eV/interface_cell,0.01212198289362218,0.168893104686082,0.00717731071150184,1.68893104686082,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,direct_half_registry_rigid,0.26732847628894085,0.32399904001565316,eV/interface_cell,0.05667056372671231,0.2119885038564323,0.026732847628894087,2.119885038564323,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,opening_20percent_rigid,0.1829129464964322,0.15747810288484865,eV/interface_cell,-0.025434843611583546,-0.13905436492479042,0.01829129464964322,-1.390543649247904,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,work_separation_rigid,0.7719163228888833,0.7769700401271018,eV/interface_cell,0.005053717238218458,0.006546975479550698,0.07719163228888834,0.06546975479550697,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
odd_moment_quadratic_probe,local_normal_interface_curvature,19.660912863289713,22.223772078154013,eV/interface_cell per squared reduced length,2.5628592148643,0.1303530122270974,1.9660912863289715,1.3035301222709736,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,normal_strain_force_ev,0.0,-4.023571304708581e-16,eV/atom per unit normal strain,-4.023571304708581e-16,,0.1,-4.02357130470858e-15,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,cohesive_ev_atom,3.36,3.36,eV/atom,0.0,0.0,0.0672,0.0,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,hydrostatic_strain_curvature_ev,74.01042469890372,69.54887809947252,eV/atom per squared unit strain,-4.461546599431202,-0.060282677981947703,3.700521234945186,-1.205653559638954,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,normal_strain_curvature_ev,12.646038954154417,13.769093727467949,eV/atom per squared unit strain,1.123054773313532,0.08880684120813905,0.6323019477077209,1.7761368241627808,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,simple_shear_strain_curvature_ev,2.90236959603544,2.4856637985920993,eV/atom per squared unit strain,-0.4167057974433406,-0.14357433939927902,0.145118479801772,-2.87148678798558,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,intrinsic_fault_rigid,0.06943467959307983,0.05275354367973158,eV/interface_cell,-0.016681135913348258,-0.2402421385265638,0.006943467959307984,-2.402421385265638,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,shockley_half_partial_rigid,0.0717731071150184,0.08309817945995643,eV/interface_cell,0.011325072344938028,0.1577899132440969,0.00717731071150184,1.577899132440969,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,direct_half_registry_rigid,0.26732847628894085,0.31838670915308387,eV/interface_cell,0.051058232864143016,0.19099436608076478,0.026732847628894087,1.9099436608076477,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
constrained_odd_fit,opening_20percent_rigid,0.1829129464964322,0.14600698120828448,eV/interface_cell,-0.03690596528814771,-0.20176792291117338,0.01829129464964322,-2.017679229111734,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
