model,frame,atoms,config_type,declared_xc,dft_field_prefix,dft_energy_eV,model_energy_eV,basis_signs,volume_A3,components,squared_error,component_rmse_eV_A,max_vector_error_eV_A,reference_component_rms_eV_A,diamond_referenced_error_eV_atom
MACE-MP-0b3-medium,482,16,dia,PW91,dft,-2607.845009,-83.21839458280624,1 1 1,276.01929089648075,48,0.6653623144785679,0.11773578421605796,0.3201757027051897,0.3942022947252675,-0.004929196185346818
MACE-MP-0b3-medium,483,16,dia,PW91,dft,-2607.8033,-83.20237160105194,1 1 1,276.0388123960201,48,0.9538485107598731,0.1409675280841798,0.42095077823498145,0.42792327140310255,-0.006534572325707977
MACE-MP-0b3-medium,484,16,dia,PW91,dft,-2607.898124,-83.25796814883404,1 1 1,276.05766700489477,48,0.5370064523935112,0.10577161445711612,0.3110837886525825,0.31306148114561033,-0.004082856562102499
MACE-MP-0b3-medium,485,16,dia,PW91,dft,-2607.840956,-83.20879979641316,1 1 1,276.07540064746206,48,0.7712385009566514,0.1267575195794326,0.35000521556185016,0.38960916646258037,-0.00458283453578634
MACE-MP-0b3-medium,486,16,dia,PW91,dft,-2607.896914,-83.25809007910658,1 1 1,276.0918528578244,48,0.6218917485126305,0.11382476924647436,0.3827268970024525,0.3272821524280184,-0.004166102204130162
MACE-MP-0b3-medium,487,16,dia,PW91,dft,-2607.896353,-83.27882720492944,1 1 1,276.1067029129907,48,0.6644892318476043,0.1176585129240199,0.373735964892974,0.3159633453820237,-0.005497235068048667
MACE-MP-0b3-medium,488,16,dia,PW91,dft,-2607.267077,-82.8769008749907,1 1 1,271.14489262636135,48,0.2624217452993478,0.07393997358490476,0.2123242319010066,0.3423520743784825,-0.019706589446884415
MACE-MP-0b3-medium,489,16,dia,PW91,dft,-2607.253068,-82.85361589942903,1 1 1,271.1494318145161,48,0.30350238825773423,0.07951708258001,0.21862728790171432,0.38158677746680375,-0.019126840974279524
MACE-MP-0b3-medium,490,16,dia,PW91,dft,-2607.308051,-82.89156715213456,1 1 1,271.1569004780967,48,0.23251646661339265,0.06959951906763208,0.18599557301139974,0.23850517414024097,-0.01806235676837531
MACE-MP-0b3-medium,491,16,dia,PW91,dft,-2607.227735,-82.81959397773839,1 1 1,271.16698207341454,48,0.5007363053474279,0.10213719381990455,0.29786615792751936,0.3865685254448211,-0.018583783368617546
MACE-MP-0b3-medium,492,16,dia,PW91,dft,-2607.265793,-82.83880146324819,1 1 1,271.17954482777066,48,0.39824372775447275,0.09108646621874285,0.2551679506176242,0.3432189111042446,-0.017405626212974035
MACE-MP-0b3-medium,493,16,dia,PW91,dft,-2607.257046,-82.82179357560219,1 1 1,271.1942722455393,48,0.4889605946602297,0.10092907933505314,0.3136264945744345,0.3372376539592171,-0.016889320735089974
MACE-MP-0b3-medium,494,16,dia,PW91,dft,-2607.247802,-82.79339187817978,1 1 1,271.21082142569185,48,0.4700171469213542,0.09895465574794791,0.24207222392895056,0.38701430700567563,-0.01569196464620859
MACE-MP-0b3-medium,495,16,dia,PW91,dft,-2607.243735,-82.78775470197454,1 1 1,271.228691063764,48,0.5654615178286386,0.10853777355417163,0.2679688829064727,0.39797600826976154,-0.015593828633371665
MACE-MP-0b3-medium,496,16,dia,PW91,dft,-2607.274742,-82.7970246058143,1 1 1,271.2476965539281,48,0.47874920739050364,0.09986962411381897,0.2603706955723443,0.34729203139852877,-0.014235260123354188
MACE-MP-0b3-medium,497,16,dia,PW91,dft,-2607.253726,-82.75906581247226,1 1 1,271.2674156744233,48,0.628730341442776,0.11444889156325558,0.31144609390058325,0.3610324737240867,-0.013176335539485606
MACE-MP-0b3-medium,498,16,dia,PW91,dft,-2607.249675,-82.73095090737638,1 1 1,271.28695095613546,48,0.6838526669304483,0.11936050670574001,0.32515806699955874,0.3688009910535536,-0.011672341470986503
MACE-MP-0b3-medium,499,16,dia,PW91,dft,-2607.2487,-82.6980000403158,1 1 1,271.30564236592926,48,0.6707763698272737,0.11821382196991548,0.3249246644109481,0.3763296177942505,-0.009673849779695765
MACE-MP-0b3-medium,500,16,dia,PW91,dft,-2607.203578,-82.66179605358667,1 1 1,271.3226712815853,48,0.8564539497459353,0.13357690900641092,0.3762173252002577,0.3992513396319625,-0.010231225609124373
MACE-MP-0b3-medium,501,16,dia,PW91,dft,-2607.276888,-82.71557551468617,1 1 1,271.3377470657344,48,0.5460706275520807,0.10666054287943134,0.3055465630167806,0.3023891928459084,-0.00901056692785751
MACE-MP-0b3-medium,502,16,dia,PW91,dft,-2607.185297,-82.65536919723473,1 1 1,271.3510015607613,48,0.9235404672539899,0.13870986410895508,0.3826116910849337,0.4368234249194214,-0.01097210958713557
MACE-MP-0b3-medium,503,16,dia,PW91,dft,-2607.23852,-82.69593925418395,1 1 1,271.3624609425924,48,0.7361997004743769,0.12384463557168252,0.3348370710109264,0.37295707592049604,-0.010181300646468827
MACE-MP-0b3-medium,504,16,dia,PW91,dft,-2607.258345,-82.71569390132707,1 1 1,271.3722042816318,48,0.6540702808130827,0.11673244700427508,0.3408602254928405,0.3459100710685751,-0.010176903592894249
MACE-MP-0b3-medium,505,16,dia,PW91,dft,-2607.251114,-82.70010453415364,1 1 1,271.38012587154054,48,0.6851184651561042,0.11947092264404272,0.32985614057582147,0.35908417903222917,-0.00965450564455761
MACE-MP-0b3-medium,506,16,dia,PW91,dft,-2607.294699,-82.71068765824302,1 1 1,271.3861463594501,48,0.4728744690978615,0.09925498193813136,0.27361841139649723,0.2835191915278106,-0.007591888400150459
MACE-MP-0b3-medium,507,16,dia,PW91,dft,-2607.220113,-82.63586857188302,1 1 1,271.38971112857536,48,0.761559849560222,0.12595963718259628,0.3768175394753047,0.40598034839550223,-0.007577320502662133
MACE-MP-0b3-medium,508,16,dia,PW91,dft,-2606.589993,-82.29042367140076,1 1 1,266.88877187525935,48,0.316678985064205,0.08122486599252886,0.2512131529045407,0.34660820981392904,-0.02536951422250855
MACE-MP-0b3-medium,509,16,dia,PW91,dft,-2606.62437,-82.29569098028092,1 1 1,266.8924016780882,48,0.23358578516464504,0.06975937588785781,0.21034706527845745,0.30282382410542497,-0.023550158527521958
MACE-MP-0b3-medium,510,16,dia,PW91,dft,-2606.600771,-82.24980357741376,1 1 1,266.8980945285181,48,0.39946867392649515,0.0912264437547322,0.21613268144803616,0.3367050528528889,-0.022157133348330582
MACE-MP-0b3-medium,511,16,dia,PW91,dft,-2606.590711,-82.20738032136194,1 1 1,266.90519763884896,48,0.464897844323102,0.098414286344673,0.2611260454589572,0.3685191131124228,-0.020134429845096058
MACE-MP-0b3-medium,512,16,dia,PW91,dft,-2606.604707,-82.17468959281209,1 1 1,266.9127709393108,48,0.48854502440882486,0.10088618013311099,0.25839361220762946,0.3486280773050511,-0.01721650931072194
MACE-MP-0b3-medium,513,16,dia,PW91,dft,-2606.5858,-82.1099698126526,1 1 1,266.91958702878156,48,0.6820492371130316,0.1192030163482514,0.32703333503215487,0.3667080810995989,-0.014353210550761553
MACE-MP-0b3-medium,514,16,dia,PW91,dft,-2606.560322,-82.02517249072211,1 1 1,266.92381773862024,48,0.8658791207158674,0.1343098966876501,0.44982455991040227,0.4100430130740351,-0.010645752930107832
MACE-MP-0b3-medium,515,16,dia,PW91,dft,-2606.544361,-81.9463526782314,1 1 1,266.9233475804976,48,0.8830163164846322,0.13563249337860198,0.3545213511137098,0.40582823668343154,-0.006717077149414052
MACE-MP-0b3-medium,516,16,dia,PW91,dft,-2606.555327,-81.90402807597549,1 1 1,266.91572173092953,48,0.8290077983232758,0.13141916069737158,0.3187830652127905,0.33661771155929493,-0.0033864145084301356
MACE-MP-0b3-medium,517,16,dia,PW91,dft,-2606.551571,-81.87184670663446,1 1 1,266.89872088997527,48,0.8523344878035197,0.13325527567757556,0.4152007251828801,0.3365677348741756,-0.001609828924619805
MACE-MP-0b3-medium,518,16,dia,PW91,dft,-2606.577811,-81.89190714437332,1 1 1,266.87114505850934,48,0.8654568584806654,0.13427714332062327,0.3186795374684169,0.3002318335123154,-0.0012236062832897687
MACE-MP-0b3-medium,519,16,dia,PW91,dft,-2606.59372,-81.90584974858066,1 1 1,266.83283977481966,48,0.8155472366820784,0.13034787083369115,0.3483576268630432,0.2767689899123154,-0.001100706546265151
MACE-MP-0b3-medium,520,16,dia,PW91,dft,-2606.557038,-81.8967652892956,1 1 1,266.784643546672,48,0.9754203790705528,0.14255264956254998,0.4151701345539536,0.38690306682789855,-0.002825552840944212
MACE-MP-0b3-medium,521,16,dia,PW91,dft,-2606.570953,-81.92881940332042,1 1 1,266.72755183383236,48,0.9873553732045326,0.1434221168733322,0.42706455584172354,0.3750000902722114,-0.00395924746749543
MACE-MP-0b3-medium,522,16,dia,PW91,dft,-2606.564004,-81.93633919029898,1 1 1,266.6627950645281,48,0.9107404166082204,0.13774526735731404,0.47816369564589356,0.35699145171254915,-0.0048635466536604
MACE-MP-0b3-medium,523,16,dia,PW91,dft,-2606.53307,-81.91625471601304,1 1 1,266.5907683569092,48,0.9728602780400892,0.142365453882494,0.5099234260768606,0.39866777174892126,-0.005541642010782333
MACE-MP-0b3-medium,524,16,dia,PW91,dft,-2606.509374,-81.91990183566239,1 1 1,266.51171054444035,48,1.1543940887257809,0.15508022713567893,0.3526377579869505,0.381304292926485,-0.007250586988850394
MACE-MP-0b3-medium,525,16,dia,PW91,dft,-2606.519553,-81.92539681915115,1 1 1,266.4259127026692,48,0.8078996674667075,0.12973528075362953,0.426952460143892,0.3472420426194098,-0.006957835956905356
MACE-MP-0b3-medium,526,16,dia,PW91,dft,-2606.507913,-81.92435222721375,1 1 1,266.3339528825914,48,0.8188627221606738,0.13061255699592608,0.36916214235768097,0.317456284736576,-0.007620048960828463
MACE-MP-0b3-medium,527,16,dia,PW91,dft,-2606.442965,-81.88973727752872,1 1 1,266.23612211754346,48,1.080090411911371,0.15000627847355888,0.4377199515763546,0.3817437208444517,-0.009515864605497804
MACE-MP-0b3-medium,528,16,dia,PW91,dft,-2605.875149,-81.6579315426572,1 1 1,262.95794576442756,48,0.3095044630805402,0.08029949967161223,0.27538890210846756,0.4308752575572192,-0.03051650617604107
MACE-MP-0b3-medium,529,16,dia,PW91,dft,-2605.952989,-81.70273027436707,1 1 1,262.96283267980397,48,0.30839525497416925,0.08015548106832865,0.2247440132982269,0.26215006843250427,-0.028451426907913024
MACE-MP-0b3-medium,530,16,dia,PW91,dft,-2605.88901,-81.61858605661968,1 1 1,262.96880565446816,48,0.6298486730512076,0.11455063227775521,0.3576116897629972,0.41550457720603595,-0.027191100798702017
MACE-MP-0b3-medium,531,16,dia,PW91,dft,-2605.945896,-81.61368648882907,1 1 1,262.97480455446083,48,0.49489360786222275,0.10153956616575452,0.2704338050089111,0.3608310718270162,-0.023329502811770375
MACE-MP-0b3-medium,532,16,dia,PW91,dft,-2605.929446,-81.55683882012387,1 1 1,262.9794589480313,48,0.6535318888713695,0.11668439349296117,0.42603017566695894,0.37227035600823766,-0.02080464851770003
MACE-MP-0b3-medium,533,16,dia,PW91,dft,-2605.953107,-81.52781257559121,1 1 1,262.9812948331411,48,0.5225539660375726,0.10433858806365025,0.2616016345816625,0.3639563237733112,-0.017511695734426347
MACE-MP-0b3-medium,534,16,dia,PW91,dft,-2605.876581,-81.44907182370314,1 1 1,262.97891580661553,48,1.0274582721824133,0.14630577798045757,0.34968603791643693,0.4670872872320012,-0.017373273741410955
MACE-MP-0b3-medium,535,16,dia,PW91,dft,-2605.943087,-81.4718597264162,1 1 1,262.97087400186916,48,0.6557696065714851,0.11688398865359022,0.32269273770954804,0.3338495628741334,-0.014640892660970017
MACE-MP-0b3-medium,536,16,dia,PW91,dft,-2605.908803,-81.4162226577584,1 1 1,262.9561095782574,48,0.7587823163067492,0.12572972967066012,0.3027099858935653,0.38481885821448514,-0.013306325869876012
MACE-MP-0b3-medium,537,16,dia,PW91,dft,-2605.875843,-81.36311924918758,1 1 1,262.9334598040454,48,0.8418823999674467,0.13243570766975374,0.45900281735383525,0.4188661545171679,-0.012047362834199937
MACE-MP-0b3-medium,538,16,dia,PW91,dft,-2605.885528,-81.3465221545762,1 1 1,262.90137494987573,48,0.7669053743720249,0.12640093076958406,0.385869757683211,0.3612285224353599,-0.010404731920989896
MACE-MP-0b3-medium,539,16,dia,PW91,dft,-2605.870126,-81.31177450862928,1 1 1,262.8587456564966,48,0.7371180291912159,0.1239218528272973,0.31478825384166115,0.3860481637724539,-0.00919562904930693
MACE-MP-0b3-medium,540,16,dia,PW91,dft,-2605.777116,-81.23523725523839,1 1 1,262.80479994882734,48,1.2443434215342832,0.16100876150683302,0.44723943225501916,0.4929767783281819,-0.010225175712350598
MACE-MP-0b3-medium,541,16,dia,PW91,dft,-2605.853292,-81.27843075845823,1 1 1,262.7384313561454,48,0.7898426100438987,0.1282772558792655,0.3873306782731269,0.3683890732437875,-0.008163769663616982
MACE-MP-0b3-medium,542,16,dia,PW91,dft,-2605.7107,-81.18086280811863,1 1 1,262.65848333621653,48,1.7039862562546064,0.18841367697694072,0.531744079645259,0.5112218107346685,-0.010977772767373217
MACE-MP-0b3-medium,543,16,dia,PW91,dft,-2605.834171,-81.24219423124266,1 1 1,262.5643700808261,48,0.6215478399838352,0.11379329212654218,0.35148218893142097,0.34117365322393617,-0.007094049212632569
MACE-MP-0b3-medium,544,16,dia,PW91,dft,-2605.706588,-81.16004490387864,1 1 1,262.45597269460427,48,1.3227243418576697,0.16600228047239227,0.35800837176798517,0.5144853375279513,-0.009933653752378646
MACE-MP-0b3-medium,545,16,dia,PW91,dft,-2605.82073,-81.25466012121802,1 1 1,262.3340515080103,48,0.7366998644946281,0.12388669760566744,0.30183345360507424,0.337325280290281,-0.008713229836096126
MACE-MP-0b3-medium,546,16,dia,PW91,dft,-2605.741423,-81.20249602978282,1 1 1,262.1994191397673,48,1.0029264859802394,0.14454861393750887,0.3642521974338097,0.42921012417919113,-0.010409661621394228
MACE-MP-0b3-medium,547,16,dia,PW91,dft,-2605.729927,-81.1924879268054,1 1 1,262.0531979807797,48,0.9319842360229302,0.1393425213295558,0.3923188299620281,0.47047611261536615,-0.010502655185310239
MACE-MP-0b3-medium,548,54,dia,PW91,dft,-8811.437742,-290.55674174796127,1 1 1,1100.125049230911,162,0.15978060542118494,0.03140541407885119,0.09910807478206216,0.1953892008480118,0.0
MACE-MP-0b3-medium,549,54,dia,PW91,dft,-8811.326287,-290.46057123744924,1 1 1,1100.8317804770156,162,0.25885722685032,0.03997354270464403,0.12848352586839182,0.24835673721806892,-0.0002830461016323227
MACE-MP-0b3-medium,550,54,dia,PW91,dft,-8811.218759,-290.3674106626162,1 1 1,1101.7547036218139,162,0.3535413859514095,0.04671567439594509,0.14938565779760596,0.28788784109012117,-0.0005491095306462412
MACE-MP-0b3-medium,551,54,dia,PW91,dft,-8811.180718,-290.33565244666033,1 1 1,1102.1293760836759,162,0.39160724701756644,0.04916633691148467,0.16285414605055404,0.3006234882500939,-0.0006654573833246857
MACE-MP-0b3-medium,552,54,dia,PW91,dft,-8811.172907,-290.3306497754406,1 1 1,1102.3249710431107,162,0.4074676190837412,0.050152090849398326,0.17055638002779322,0.30262286394675025,-0.0007174634718358774
MACE-MP-0b3-medium,553,54,dia,PW91,dft,-8811.167593,-290.3273489166933,1 1 1,1102.7117839954087,162,0.42261289228538457,0.05107564544200287,0.16971620084411648,0.3012291811247893,-0.0007547438653903171
MACE-MP-0b3-medium,554,54,dia,PW91,dft,-8811.166979,-290.3272979755842,1 1 1,1103.278431595894,162,0.435769650386878,0.05186459402616825,0.16365174525721787,0.2955978841712897,-0.0007651708818912084
MACE-MP-0b3-medium,555,54,dia,PW91,dft,-8811.163847,-290.32467826064,1 1 1,1104.0081902960446,162,0.4537177191757318,0.05292189208237543,0.1649245410915366,0.28910326140915016,-0.0007746576421787665
MACE-MP-0b3-medium,556,54,dia,PW91,dft,-8811.150976,-290.31292306192955,1 1 1,1104.8803257207019,162,0.47786666148058854,0.05431200794180141,0.18504654129581388,0.28648804684736806,-0.000795320629005225
MACE-MP-0b3-medium,557,54,dia,PW91,dft,-8811.120918,-290.2855925572297,1 1 1,1105.8700744969474,162,0.5150647648002222,0.056386276064273246,0.1933433233243901,0.2916597863802242,-0.0008458298012428145
MACE-MP-0b3-medium,558,54,dia,PW91,dft,-8811.250108,-290.2848350780064,1 1 1,1065.3624103444795,162,0.06065096244100114,0.01934912548523103,0.07234936901531296,0.11074823735743056,0.001560604999180093
MACE-MP-0b3-medium,559,54,dia,PW91,dft,-8811.088592,-290.1470491393364,1 1 1,1065.3687844245053,162,0.25355778669039686,0.03956224870732486,0.1334626304051608,0.22666478059808992,0.0011211594189832752
MACE-MP-0b3-medium,560,54,dia,PW91,dft,-8810.926952,-290.00791077806855,1 1 1,1065.3802184042593,162,0.44627993633029445,0.052486326045856374,0.1736554053896937,0.2952531726782004,0.0007044624054222126
MACE-MP-0b3-medium,561,54,dia,PW91,dft,-8810.941554,-290.0192547322479,1 1 1,1065.3846211647026,162,0.45094412718751353,0.05275988744661718,0.1642424631129719,0.285920048670046,0.0007647965873207596
MACE-MP-0b3-medium,562,54,dia,PW91,dft,-8810.93714,-290.0129915952439,1 1 1,1065.3913896091385,162,0.48205256433454025,0.054549364003406806,0.1897421107022404,0.28575422215754603,0.000799039865144735
MACE-MP-0b3-medium,563,54,dia,PW91,dft,-8810.877346,-289.9568822745292,1 1 1,1065.4038751625044,162,0.560167795984153,0.05880328138069122,0.2109916060743842,0.3075871620601184,0.0007308050635499441
MACE-MP-0b3-medium,564,54,dia,PW91,dft,-8810.792501,-289.87518455450095,1 1 1,1065.4218808172418,162,0.6578118949726615,0.06372258040065283,0.21754346933893812,0.33255245145746615,0.0006725221011230076
MACE-MP-0b3-medium,565,54,dia,PW91,dft,-8810.734493,-289.8138397385847,1 1 1,1065.4456039078182,162,0.7232809731954501,0.06681839092199103,0.20999631002373711,0.3405795963664164,0.0007343149884544431
MACE-MP-0b3-medium,566,54,dia,PW91,dft,-8810.706458,-289.774793700505,1 1 1,1065.474978977013,162,0.749999317800655,0.06804135079877942,0.2077829299338094,0.3356823009038806,0.0009382231010741648
MACE-MP-0b3-medium,567,54,dia,PW91,dft,-8810.693527,-289.74613537190453,1 1 1,1065.5097434633317,162,0.7601615094898333,0.06850076639608364,0.19732319043441385,0.33005085756348984,0.0012294699269901344
MACE-MP-0b3-medium,568,54,dia,PW91,dft,-8810.450804,-289.4821029170598,1 1 1,1035.9478656931387,162,0.04404249098948035,0.016488396778647874,0.04863929994898637,0.09187319552271792,0.0016240894611563306
MACE-MP-0b3-medium,569,54,dia,PW91,dft,-8810.33216,-289.38023618903986,1 1 1,1035.9498006002816,162,0.20767165492539763,0.03580396340959738,0.10326379056922663,0.2015511166989471,0.0013133992392990734
MACE-MP-0b3-medium,570,54,dia,PW91,dft,-8810.181698,-289.2493366988884,1 1 1,1035.9534769304719,162,0.4082698209399157,0.05020143503801483,0.15359118782587636,0.2825093431001688,0.0009511305384153346
MACE-MP-0b3-medium,571,54,dia,PW91,dft,-8810.053496,-289.13461780776464,1 1 1,1035.959023690658,162,0.5671261858121098,0.059167380580570826,0.18871025882542888,0.33223486496382476,0.000701443336991403
MACE-MP-0b3-medium,572,54,dia,PW91,dft,-8810.022508,-289.10462208912503,1 1 1,1035.9625065500986,162,0.6134224755099807,0.06153501841067694,0.206568422969335,0.33796043787204844,0.0006830677562268406
MACE-MP-0b3-medium,573,54,dia,PW91,dft,-8810.011268,-289.0952248857807,1 1 1,1035.9643769779182,162,0.6497620812030158,0.0633314854117844,0.20649958502187077,0.3378018055552986,0.0006489418922628332
MACE-MP-0b3-medium,574,54,dia,PW91,dft,-8809.963048,-289.054939748699,1 1 1,1035.967795351841,162,0.7304535015928217,0.06714888109309385,0.22099656547278582,0.3523376511386152,0.0005019999863522528
MACE-MP-0b3-medium,575,54,dia,PW91,dft,-8809.911502,-289.0100652326673,1 1 1,1035.9732776655399,162,0.8062795588709224,0.07054809929415562,0.21410100676917837,0.36891621932892926,0.00037845398694358323
MACE-MP-0b3-medium,576,54,dia,PW91,dft,-8809.876056,-288.9775453502293,1 1 1,1035.9806304455021,162,0.8614636933646799,0.07292240478436693,0.2398675245545675,0.3800465797637488,0.00032426662465745437
MACE-MP-0b3-medium,577,54,dia,PW91,dft,-8809.862846,-288.9625613203525,1 1 1,1035.9897892178974,162,0.8976937865672774,0.07444004077221061,0.24109910708395782,0.3837267192278676,0.00035711902980750665
MACE-MP-0b3-medium,578,54,dia,PW91,dft,-8809.204637,-288.30550590409536,1 1 1,1010.2069097636663,162,0.12773882043501,0.028080442255298405,0.0837079363054166,0.14977770913491667,0.0003357563679058373
MACE-MP-0b3-medium,579,54,dia,PW91,dft,-8809.001442,-288.13363972159044,1 1 1,1010.2102712388345,162,0.45523140443284504,0.05301009713001487,0.16113081095551735,0.28081755582232515,-0.0002444069190357112
MACE-MP-0b3-medium,580,54,dia,PW91,dft,-8808.863467,-288.01135897181615,1 1 1,1010.216296542899,162,0.6672885834098281,0.06417994491809959,0.2079778889804938,0.3330526706760425,-0.0005350411824975865
MACE-MP-0b3-medium,581,54,dia,PW91,dft,-8808.815697,-287.96852857670467,1 1 1,1010.2183261242908,162,0.7231066913592359,0.06681034015480104,0.24200042848787542,0.3534329932695609,-0.0006265153470801366
MACE-MP-0b3-medium,582,54,dia,PW91,dft,-8808.772527,-287.9329272354371,1 1 1,1010.2220681717101,162,0.8124035110130207,0.07081551022011136,0.23530282359822205,0.36861916894567154,-0.0007666756939856967
MACE-MP-0b3-medium,583,54,dia,PW91,dft,-8808.781743,-287.94071300043015,1 1 1,1010.2284740703718,162,0.8256279627898366,0.07138955740239676,0.2193309220013002,0.3583823973205984,-0.000740189860528595
MACE-MP-0b3-medium,584,54,dia,PW91,dft,-8808.799784,-287.9544366173817,1 1 1,1010.2377341289288,162,0.8134168986413142,0.07085966389224332,0.24170425289877745,0.3432593079717712,-0.0006602383225633446
MACE-MP-0b3-medium,585,54,dia,PW91,dft,-8808.801087,-287.94968854921626,1 1 1,1010.2499752514824,162,0.8072821295817804,0.07059194728940232,0.24361649965703966,0.3405794696307319,-0.0005481815047208016
MACE-MP-0b3-medium,586,54,dia,PW91,dft,-8808.807434,-287.9439680176065,1 1 1,1010.2648169517845,162,0.7628398271344017,0.06862133649104551,0.2118117873812576,0.3360585307329589,-0.0003247086971134294
MACE-MP-0b3-medium,587,54,dia,PW91,dft,-8808.802522,-287.9269893615203,1 1 1,1010.2824495886291,162,0.7313353302667922,0.06718940109072871,0.24409723762391114,0.3323251696943006,-0.00010125210294731346
MACE-MP-0b3-medium,588,54,dia,PW91,dft,-8807.702952,-286.92455595244365,1 1 1,987.313734560745,162,0.14902701779832894,0.030330180727332432,0.08376983979816363,0.1627187814078003,-0.0019000778607694002
MACE-MP-0b3-medium,589,54,dia,PW91,dft,-8807.475709,-286.73306606118126,1 1 1,987.3162330479669,162,0.5355347536333072,0.0574958266673001,0.18158766500464424,0.3064838144529087,-0.002562172467030166
MACE-MP-0b3-medium,590,54,dia,PW91,dft,-8807.334549,-286.6093780401856,1 1 1,987.3209801841904,162,0.7559441299171263,0.06831048081818697,0.2348255267954985,0.35492252742371755,-0.0028857276337772575
MACE-MP-0b3-medium,591,54,dia,PW91,dft,-8807.294306,-286.57507334497456,1 1 1,987.3234162199467,162,0.8791578953429411,0.07366750021913784,0.22334550145766818,0.3725521812626793,-0.0029956962409807275
MACE-MP-0b3-medium,592,54,dia,PW91,dft,-8807.261059,-286.5470879056878,1 1 1,987.3257273336443,162,1.0180442735653576,0.07927309701845431,0.22358113593658288,0.391059138937979,-0.003093132550481492
MACE-MP-0b3-medium,593,54,dia,PW91,dft,-8807.299279,-286.5733233690729,1 1 1,987.3303495721058,162,0.9661360230812084,0.07722566031839674,0.2374446006171934,0.36854831398690807,-0.0028711966872299044
MACE-MP-0b3-medium,594,54,dia,PW91,dft,-8807.340379,-286.5971111932385,1 1 1,987.3372204927473,162,0.8522278759611304,0.07253044809591784,0.2080275388810545,0.3417930767111211,-0.0025506008384805767
MACE-MP-0b3-medium,595,54,dia,PW91,dft,-8807.333326,-286.57922007409206,1 1 1,987.3462776656962,162,0.8014228053119178,0.07033529948594283,0.25812277722527394,0.3328381731579344,-0.002349894928324936
MACE-MP-0b3-medium,596,54,dia,PW91,dft,-8807.277418,-286.51879987300083,1 1 1,987.3572712771479,162,0.8272025825254232,0.07145760128230677,0.2507450501525758,0.3403887946983168,-0.002266335648887008
MACE-MP-0b3-medium,597,54,dia,PW91,dft,-8807.189464,-286.4313616203107,1 1 1,987.3703887642697,162,0.9245213990206576,0.07554417393933763,0.2290861531708182,0.36807658629223244,-0.002275886524985893
MACE-MP-0b3-medium,598,54,dia,PW91,dft,-8805.944371,-285.34180731628055,1 1 1,966.672624941964,162,0.19576903194694045,0.03476277915367652,0.11080500929104795,0.1950013188527734,-0.005156232746652556
MACE-MP-0b3-medium,599,54,dia,PW91,dft,-8805.684192,-285.12429591477286,1 1 1,966.6749037181504,162,0.6474829532568287,0.06322031598653406,0.19998649339435015,0.3561627817731246,-0.005946373459441823
MACE-MP-0b3-medium,600,54,dia,PW91,dft,-8805.569074,-285.02685706732257,1 1 1,966.6787222153382,162,0.8518448708932536,0.07251414808284365,0.22653325949538441,0.39702752917037853,-0.006273765173355983
MACE-MP-0b3-medium,601,54,dia,PW91,dft,-8805.597019,-285.0467507175022,1 1 1,966.6806314673131,162,0.8098687289413683,0.0707049480929253,0.24131002813355543,0.37452510866313865,-0.006124666102579113
MACE-MP-0b3-medium,602,54,dia,PW91,dft,-8805.584447,-285.03231938842754,1 1 1,966.6829718434564,162,0.8542581509256801,0.07261679187697705,0.2410457237400984,0.3662344667215455,-0.006090234082699375
MACE-MP-0b3-medium,603,54,dia,PW91,dft,-8805.549109,-284.99667093820847,1 1 1,966.6867287689784,162,0.9456499573200997,0.07640252231147981,0.2168175828856178,0.36944508892842703,-0.00608448500457115
MACE-MP-0b3-medium,604,54,dia,PW91,dft,-8805.497207,-284.94247324755776,1 1 1,966.692210200052,162,1.0521780729829535,0.08059110606287759,0.2491191485721842,0.3861768654394218,-0.006041972214744895
MACE-MP-0b3-medium,605,54,dia,PW91,dft,-8805.468592,-284.9026862619168,1 1 1,966.6995393332371,162,1.0910831457325831,0.08206754015137425,0.24950543845474585,0.392775158358388,-0.005835083591768431
MACE-MP-0b3-medium,606,54,dia,PW91,dft,-8805.490055,-284.9038974828545,1 1 1,966.7085930181896,162,1.0159032673143407,0.07918969518143146,0.25411624241632735,0.3733580506483697,-0.00546005064615418
MACE-MP-0b3-medium,607,54,dia,PW91,dft,-8805.510316,-284.9045822919699,1 1 1,966.7191249297413,162,0.9364830887073587,0.07603130807000198,0.248573833527376,0.35949468781854493,-0.005097528592741263
MACE-MP-0b3-medium,608,54,dia,PW91,dft,-8803.908911,-283.54120734662735,1 1 1,947.9075369556474,162,0.41690371888357913,0.0507294761080275,0.14770950629232577,0.26334836250947097,-0.009505492567881468
MACE-MP-0b3-medium,609,54,dia,PW91,dft,-8803.830295,-283.4741966149611,1 1 1,947.908084055467,162,0.5393515432819982,0.05770035107420412,0.19922634316269575,0.3062251593563787,-0.009720404944438599
MACE-MP-0b3-medium,610,54,dia,PW91,dft,-8803.707851,-283.3714547352884,1 1 1,947.9091174668073,162,0.750010388700074,0.06804185298335036,0.26716246999686405,0.3629372816911457,-0.010085259024574356
MACE-MP-0b3-medium,611,54,dia,PW91,dft,-8803.592969,-283.2756466385775,1 1 1,947.9112450805221,162,0.9875805048581234,0.07807801198746253,0.3506458989519167,0.4089896752107715,-0.01043847945586407
